000007c4,00000001,19583
00000834,00000007,19601
00000838,00000001,19681
000007c4,00000001,19804
00000808,00000001,19930
00000848,00000001,20041
000007f0,00000001,20097
00000834,00000007,20179
00000844,00000001,20227
000007f8,00000002,20303
000007f8,00000002,20405
00000834,00000007,20509
00000828,00000002,20554
00000848,00000001,20626
000007d4,0000000a,20672
000007c4,00000001,20746
00000810,00000002,20789
00000838,00000001,20793
00000848,00000001,20796
00000840,00000001,20862
00000834,00000007,20917
000007d8,00000001,20936
00000834,00000007,21019
000007c4,00000001,21052
000007d8,00000001,21072
00000834,00000007,21104
00000808,00000001,21127
000007cc,00000002,21207
000007d8,00000001,21310
000007f8,00000002,21347
00000808,00000001,21348
000007d8,00000001,21429
00000804,00000011,21550
000007f0,00000001,21651
00000834,00000007,21716
00000810,00000002,21741
000007f8,00000002,21772
000007f0,00000001,21787
00000808,00000001,21875
00000848,00000001,21935
00000818,00000011,22029
00000818,00000011,22148
00000840,00000001,22256
000007f8,00000002,22367
00000820,00000001,22405
00000818,00000011,22505
000007f8,00000002,22612
00000848,00000001,22656
000007cc,00000002,22744
00000808,00000001,22851
00000828,00000002,22890
00000840,00000001,22892
00000834,00000007,22964
00000804,00000011,23087
00000834,00000007,23134
000007d8,00000001,23221
00000848,00000001,23268
00000804,00000011,23308
000007c4,00000001,23320
00000838,00000001,23350
00000804,00000011,23461
00000848,00000001,23557
000007cc,00000002,23662
000007d8,00000001,23697
000007cc,00000002,23764
00000834,00000007,23882
00000840,00000001,23997
000007d8,00000001,24122
00000844,00000001,24185
00000838,00000001,24217
00000828,00000002,24250
00000818,00000011,24297
000007d8,00000001,24377
00000834,00000007,24511
00000844,00000001,24617
000007c4,00000001,24721
00000844,00000001,24821
00000828,00000002,24920
00000804,00000011,25032
000007c4,00000001,25129
000007d4,0000000a,25259
00000834,00000007,25317
00000818,00000011,25358
00000810,00000002,25359
00000844,00000001,25382
00000818,00000011,25426
000007cc,00000002,25505
00000818,00000011,25647
000007cc,00000002,25760
00000828,00000002,25872
000007c4,00000001,25911
000007c4,00000001,25979
00000834,00000007,26099
00000844,00000001,26198
00000838,00000001,26315
000007c4,00000001,26438
00000828,00000002,26501
000007c4,00000001,26523
00000818,00000011,26531
00000848,00000001,26607
00000848,00000001,26665
00000810,00000002,26743
00000818,00000011,26861
00000804,00000011,26977
00000840,00000001,27003
000007d4,0000000a,27017
000007cc,00000002,27076
00000840,00000001,27173
00000838,00000001,27206
00000838,00000001,27223
000007cc,00000002,27297
000007f0,00000001,27333
00000848,00000001,27362
00000804,00000011,27368
000007d8,00000001,27383
00000840,00000001,27394
00000848,00000001,27464
00000848,00000001,27515
00000810,00000002,27542
00000848,00000001,27634
00000834,00000007,27687
00000844,00000001,27769
00000808,00000001,27829
000007f0,00000001,27843
00000804,00000011,27946
00000834,00000007,28044
00000834,00000007,28146
00000838,00000001,28175
00000820,00000001,28257
00000834,00000007,28384
000007f8,00000002,28440
00000844,00000001,28534
00000834,00000007,28588
000007d8,00000001,28590
00000804,00000011,28626
000007f0,00000001,28700
00000820,00000001,28825
000007cc,00000002,28953
00000820,00000001,29080
00000808,00000001,29128
00000844,00000001,29136
00000840,00000001,29220
000007c4,00000001,29342
00000808,00000001,29451
00000808,00000001,29570
00000834,00000007,29700
00000808,00000001,29740
00000840,00000001,29747
00000840,00000001,29815
00000818,00000011,29945
00000848,00000001,29970
00000848,00000001,30055
000007f0,00000001,30162
00000808,00000001,30216
000007cc,00000002,30228
00000808,00000001,30233
000007f8,00000002,30317
00000838,00000001,30358
00000840,00000001,30427
00000844,00000001,30462
00000834,00000007,30550
000007cc,00000002,30602
00000838,00000001,30630
00000808,00000001,30709
00000820,00000001,30753
00000804,00000011,30765
00000828,00000002,30772
00000844,00000001,30860
000007f8,00000002,30970
000007f8,00000002,31089
00000840,00000001,31148
00000828,00000002,31163
000007c4,00000001,31185
00000810,00000002,31262
00000808,00000001,31379
00000848,00000001,31422
000007c4,00000001,31508
000007f0,00000001,31631
00000844,00000001,31693
00000818,00000011,31788
00000844,00000001,31812
00000844,00000001,31880
00000840,00000001,31930
000007d4,0000000a,32012
000007cc,00000002,32105
00000840,00000001,32219
000007f0,00000001,32277
000007c4,00000001,32290
00000808,00000001,32297
00000808,00000001,32365
00000844,00000001,32424
00000804,00000011,32431
00000848,00000001,32493
00000838,00000001,32592
00000834,00000007,32648
000007f0,00000001,32651
00000818,00000011,32672
00000810,00000002,32724
00000810,00000002,32758
00000820,00000001,32759
000007c4,00000001,32824
00000848,00000001,32857
00000848,00000001,32874
00000810,00000002,32884
00000838,00000001,32888
00000848,00000001,32891
000007cc,00000002,32894
000007cc,00000002,32911
00000820,00000001,32919
00000828,00000002,32989
00000834,00000007,33029
00000838,00000001,33041
000007f0,00000001,33066
000007c4,00000001,33079
000007d8,00000001,33150
000007f8,00000002,33187
00000808,00000001,33188
00000808,00000001,33205
00000834,00000007,33284
00000828,00000002,33380
00000828,00000002,33431
000007d8,00000001,33456
00000844,00000001,33485
00000838,00000001,33500
000007c4,00000001,33572
000007cc,00000002,33625
00000828,00000002,33635
00000828,00000002,33720
00000848,00000001,33826
00000844,00000001,33944
00000808,00000001,33987
00000834,00000007,34015
000007cc,00000002,34101
00000838,00000001,34146
00000848,00000001,34217
000007cc,00000002,34254
00000848,00000001,34319
00000840,00000001,34368
000007cc,00000002,34458
00000810,00000002,34567
00000834,00000007,34627
00000804,00000011,34665
00000818,00000788,34685
000007d4,0000000a,34688
00000848,00000001,34710
00000828,00000002,34791
000007f8,00000002,34911
00000844,00000001,34954
000007c4,00000001,35024
00000838,00000001,35139
00000848,00000001,35261
00000804,00000011,35386
00000820,00000001,35425
000007c4,00000001,35517
00000828,00000002,35580
00000818,00000011,35610
00000838,00000001,35666
00000820,00000001,35782
000007cc,00000002,35825
000007d4,0000000a,35902
00000848,00000001,35992
00000828,00000002,36107
000007cc,00000002,36148
000007f8,00000002,36169
00000834,00000007,36249
00000848,00000001,36281
000007f0,00000001,36286
000007d4,0000000a,36293
000007c4,00000001,36367
00000808,00000001,36408
00000808,00000001,36493
00000848,00000001,36536
000007f0,00000001,36558
00000840,00000001,36585
00000828,00000002,36600
00000838,00000001,36686
00000804,00000011,36746
00000810,00000002,36801
00000810,00000002,36852
00000804,00000011,36957
00000834,00000007,37072
00000808,00000001,37129
000007cc,00000002,37226
00000840,00000001,37289
00000838,00000001,37305
00000848,00000001,37393
000007f0,00000001,37517
00000834,00000007,37633
00000838,00000001,37730
00000820,00000001,37846
00000840,00000001,37952
000007c4,00000001,37989
00000844,00000001,38072
000007d4,0000000a,38187
000007f8,00000002,38216
00000808,00000001,38234
00000838,00000001,38308
00000844,00000001,38361
00000810,00000002,38389
000007cc,00000002,38467
000007f8,00000002,38522
00000848,00000001,38549
00000810,00000002,38644
000007d8,00000001,38706
00000840,00000001,38802
00000848,00000001,38930
00000838,00000001,38978
000007c4,00000001,39050
00000840,00000001,39166
000007cc,00000002,39273
000007c4,00000001,39373
00000838,00000001,39488
00000848,00000001,39610
00000820,00000001,39655
00000848,00000001,39678
00000808,00000001,39754
00000820,00000001,39808
000007f0,00000001,39819
00000804,00000011,39905
000007d4,0000000a,40013
00000818,00000011,40078
000007cc,00000002,40140
00000804,00000011,40194
000007f8,00000002,40263
00000834,00000007,40326
00000810,00000002,40334
00000828,00000002,40405
00000818,00000011,40520
00000820,00000001,40539
00000808,00000001,40604
000007d4,0000000a,40710
000007c4,00000001,40750
00000810,00000002,40776
000007f0,00000001,40788
00000828,00000002,40796
00000844,00000001,40799
00000848,00000001,40817
00000808,00000001,40842
00000848,00000001,40919
00000820,00000001,41022
00000828,00000002,41075
000007f0,00000001,41084
00000810,00000002,41106
00000844,00000001,41180
00000844,00000001,41282
00000848,00000001,41317
000007c4,00000001,41335
000007f0,00000001,41424
00000844,00000001,41469
000007c4,00000001,41556
00000820,00000001,41600
00000848,00000001,41606
000007cc,00000002,41626
00000808,00000001,41699
000007f8,00000002,41817
00000838,00000001,41875
000007f8,00000002,41970
000007c4,00000001,42032
00000844,00000001,42064
00000818,00000011,42176
000007f8,00000002,42225
000007c4,00000001,42304
00000818,00000700,42329
000007cc,00000002,42425
00000808,00000001,42532
00000808,00000001,42634
000007f0,00000001,42733
00000848,00000001,42847
000007d4,0000000a,42961
000007bc,00000001,43005
000007d8,00000001,43096
00000844,00000001,43142
000007f8,00000002,43150
00000818,00000011,43169
00000804,00000011,43251
00000834,00000007,43298
000007d8,00000001,43385
00000834,00000007,43502
000007c4,00000001,43552
00000834,00000007,43570
000007c4,00000001,43586
00000840,00000001,43787
00000844,00000001,43890
00000848,00000001,43942
000007f8,00000002,44017
00000808,00000001,44069
00000838,00000001,44160
000007f0,00000001,44270
00000818,00000011,44325
00000834,00000007,44335
000007c4,00000001,44419
00000820,00000001,44480
000007d8,00000001,44575
00000838,00000001,44687
000007d4,0000000a,44736
00000804,00000011,44747
000007d8,00000001,44813
000007f8,00000002,44935
000007f0,00000001,45059
00000834,00000007,45192
00000810,00000002,45251
00000808,00000001,45266
00000840,00000001,45290
000007f0,00000001,45382
00000828,00000002,45509
000007d8,00000001,45619
000007f0,00000001,45739
00000820,00000001,45847
00000840,00000001,45885
00000838,00000001,45952
00000818,00000011,46066
000007f0,00000001,46147
000007d4,0000000a,46205
00000804,00000011,46301
000007c4,00000001,46330
000007cc,00000002,46366
00000804,00000011,46369
00000804,00000011,46403
00000848,00000001,46414
00000818,00000011,46508
00000818,00000011,46627
000007cc,00000002,46672
00000828,00000002,46750
00000844,00000001,46804
000007f8,00000002,46897
00000834,00000007,47028
00000810,00000002,47070
000007f0,00000001,47157
00000818,00000011,47297
000007f0,00000001,47327
00000808,00000001,47398
000007f8,00000002,47499
000007cc,00000002,47597
000007c4,00000001,47629
00000838,00000001,47710
00000848,00000001,47815
000007cc,00000002,47869
00000828,00000002,47896
00000810,00000002,47910
00000840,00000001,47932
00000818,00000011,47960
00000820,00000001,48030
000007cc,00000002,48090
00000820,00000001,48183
000007cc,00000002,48311
00000840,00000001,48374
00000840,00000001,48510
000007f8,00000002,48587
000007f0,00000001,48704
00000818,00000011,48827
00000810,00000002,48930
00000838,00000001,49036
00000848,00000001,49090
00000848,00000001,49165
000007d8,00000001,49203
000007d4,0000000a,49279
000007d4,0000000a,49313
00000848,00000001,49369
00000844,00000001,49402
00000828,00000002,49484
000007cc,00000002,49525
000007f8,00000002,49546
00000848,00000001,49556
000007f8,00000002,49563
00000808,00000001,49581
000007c4,00000001,49591
000007c4,00000001,49676
00000818,00000011,49735
00000820,00000001,49805
000007cc,00000002,49865
00000840,00000001,49894
00000808,00000001,49989
000007f0,00000001,50037
00000810,00000002,50110
00000818,00000011,50177
00000844,00000001,50235
00000818,00000700,50245
00000838,00000001,50352
000007c4,00000001,50475
00000808,00000001,50601
000007d8,00000001,50648
00000820,00000001,50672
000007c4,00000001,50764
00000828,00000002,50827
000007f8,00000002,50906
00000808,00000001,51009
000007f8,00000002,51110
000007f8,00000002,51144
00000834,00000007,51214
00000808,00000001,51305
000007cc,00000002,51419
00000808,00000001,51475
000007d4,0000000a,51513
000007c4,00000001,51519
00000810,00000002,51528
00000828,00000002,51548
000007d8,00000001,51573
00000828,00000002,51667
000007d8,00000001,51777
000007f0,00000001,51897
00000840,00000001,51941
000007d8,00000001,51947
000007cc,00000002,52031
000007f8,00000002,52137
000007f0,00000001,52237
000007f0,00000001,52288
00000818,00000011,52394
000007d4,0000000a,52448
00000848,00000001,52470
00000828,00000002,52551
00000848,00000001,52606
00000828,00000002,52619
00000834,00000007,52710
00000848,00000001,52827
00000844,00000001,53064
000007d8,00000001,53120
00000828,00000002,53197
00000808,00000001,53250
00000840,00000001,53325
00000840,00000001,53427
00000828,00000002,53527
00000820,00000001,53576
00000844,00000001,53649
000007cc,00000002,53687
00000848,00000001,53769
00000808,00000001,53811
00000844,00000001,53819
00000834,00000007,53822
00000838,00000001,53885
00000828,00000002,53935
000007d4,0000000a,53968
00000828,00000002,54037
00000848,00000001,54075
000007d4,0000000a,54104
00000828,00000002,54122
00000804,00000011,54166
000007c4,00000001,54229
000007d4,0000000a,54342
000007f0,00000001,54369
00000804,00000011,54387
000007d4,0000000a,54461
000007f8,00000002,54558
000007d8,00000001,54674
00000828,00000002,54734
00000808,00000001,54763
000007f0,00000001,54794
000007d8,00000001,54810
00000804,00000011,54914
00000844,00000001,54958
00000810,00000002,55037
00000810,00000002,55156
00000838,00000001,55279
00000840,00000001,55389
000007d4,0000000a,55437
000007cc,00000002,55513
000007f0,00000001,55634
00000844,00000001,55679
000007c4,00000001,55766
00000804,00000011,55890
00000820,00000001,55912
00000838,00000001,55915
00000828,00000002,55982
000007f8,00000002,56095
00000828,00000002,56152
000007d4,0000000a,56253
00000844,00000001,56291
000007f8,00000002,56316
00000848,00000001,56343
00000834,00000007,56379
000007f8,00000002,56469
00000844,00000001,56580
000007c4,00000001,56684
000007d4,0000000a,56729
000007c4,00000001,56786
00000828,00000002,56900
00000838,00000001,57020
000007d4,0000000a,57154
00000840,00000001,57208
00000834,00000007,57246
00000820,00000001,57272
00000810,00000002,57305
00000834,00000007,57406
000007f0,00000001,57528
00000840,00000001,57640
00000848,00000001,57744
00000840,00000001,57844
00000820,00000001,57942
000007f8,00000002,58040
00000848,00000001,58152
000007cc,00000002,58274
00000828,00000002,58335
00000810,00000002,58366
00000808,00000001,58381
00000840,00000001,58405
00000810,00000002,58434
000007c4,00000001,58527
00000810,00000002,58655
000007c4,00000001,58782
00000820,00000001,58894
00000848,00000001,58934
00000848,00000001,59002
00000828,00000002,59117
00000840,00000001,59221
00000834,00000007,59344
00000818,00000011,59477
000007d8,00000001,59523
000007cc,00000002,59539
00000818,00000011,59562
00000810,00000002,59631
00000844,00000001,59688
00000808,00000001,59765
00000810,00000002,59869
000007f8,00000002,59985
00000838,00000001,60026
000007cc,00000002,60032
000007c4,00000001,60098
00000838,00000001,60196
00000834,00000007,60235
00000834,00000007,60252
000007c4,00000001,60319
000007d8,00000001,60356
000007f8,00000002,60376
00000844,00000001,60385
000007d4,0000000a,60415
00000838,00000001,60417
00000844,00000001,60487
00000844,00000001,60538
00000808,00000001,60564
00000844,00000001,60657
00000828,00000002,60705
00000840,00000001,60792
000007d8,00000001,60866
00000804,00000011,60868
000007f8,00000002,60954
00000828,00000002,61062
00000828,00000002,61164
00000834,00000007,61204
00000828,00000002,61402
00000840,00000001,61462
00000808,00000001,61557
000007f0,00000001,61605
00000834,00000007,61619
00000844,00000001,61633
000007d8,00000001,61723
00000818,00000011,61864
000007c4,00000001,61975
00000818,00000011,62119
00000840,00000001,62159
00000804,00000011,62167
00000838,00000001,62243
00000848,00000001,62365
00000804,00000011,62490
00000804,00000011,62609
00000828,00000002,62718
00000838,00000001,62770
00000804,00000011,62779
00000838,00000001,62838
00000810,00000002,62953
00000844,00000001,62993
00000818,00000700,63071
00000844,00000001,63078
000007d8,00000001,63185
000007c4,00000001,63250
00000804,00000011,63255
00000804,00000011,63272
000007f0,00000001,63339
00000834,00000007,63387
00000838,00000001,63450
00000808,00000001,63485
000007f0,00000001,63567
00000820,00000001,63624
000007f8,00000002,63654
00000848,00000001,63732
000007f8,00000002,63773
00000818,00000011,63792
00000820,00000001,63794
00000840,00000001,63883
000007f0,00000001,63992
000007f0,00000001,64111
00000838,00000001,64171
00000820,00000001,64185
00000848,00000001,64208
00000808,00000001,64284
00000804,00000011,64418
00000844,00000001,64445
00000848,00000001,64531
000007d8,00000001,64654
00000840,00000001,64716
00000810,00000002,64796
00000840,00000001,64835
00000840,00000001,64903
00000838,00000001,64953
000007cc,00000002,65027
000007c4,00000001,65127
00000838,00000001,65242
000007d8,00000001,65300
00000848,00000001,65313
00000804,00000011,65336
00000804,00000011,65404
000007f8,00000002,65439
00000840,00000001,65447
00000844,00000001,65516
000007f8,00000002,65616
000007f0,00000001,65665
00000838,00000001,65674
000007cc,00000002,65680
000007c4,00000001,65746
000007c4,00000001,65780
000007cc,00000002,65782
000007d4,0000000a,65791
00000848,00000001,65847
00000844,00000001,65880
00000844,00000001,65897
00000808,00000001,65906
00000844,00000001,65914
000007c4,00000001,65916
00000834,00000007,65917
000007c4,00000001,65933
00000818,00000011,65958
00000820,00000001,66011
00000828,00000002,66047
00000834,00000007,66070
000007d8,00000001,66089
00000848,00000001,66102
000007d4,0000000a,66182
000007f0,00000001,66209
00000804,00000011,66227
00000804,00000011,66244
00000828,00000002,66302
00000820,00000001,66402
00000820,00000001,66453
000007d4,0000000a,66488
00000840,00000001,66508
00000834,00000007,66529
00000848,00000001,66595
000007c4,00000001,66647
00000820,00000001,66657
00000820,00000001,66742
00000844,00000001,66849
00000840,00000001,66967
00000804,00000011,67026
00000828,00000002,67033
000007c4,00000001,67123
00000834,00000007,67175
00000844,00000001,67240
000007c4,00000001,67276
00000844,00000001,67342
00000838,00000001,67391
000007c4,00000001,67480
000007c4,00000001,67589
000007f0,00000001,67644
00000844,00000001,67672
00000828,00000002,67703
00000810,00000002,67734
000007d8,00000001,67813
000007f0,00000001,67933
00000840,00000001,67977
00000848,00000001,68047
00000834,00000007,68168
00000844,00000001,68284
000007f8,00000002,68394
00000818,00000011,68464
00000848,00000001,68540
00000820,00000001,68602
00000810,00000002,68618
00000834,00000007,68695
00000818,00000011,68821
000007c4,00000001,68847
000007cc,00000002,68917
00000844,00000001,69015
00000820,00000001,69129
000007c4,00000001,69170
000007f0,00000001,69191
00000828,00000002,69267
00000844,00000001,69304
000007cc,00000002,69308
000007d8,00000001,69309
00000848,00000001,69390
00000804,00000011,69447
00000804,00000011,69532
00000844,00000001,69559
000007d8,00000001,69581
00000838,00000001,69608
000007d8,00000001,69622
000007f8,00000002,69710
00000844,00000001,69753
000007c4,00000001,69823
000007c4,00000001,69874
000007f8,00000002,69965
00000828,00000002,70090
000007c4,00000001,70248
00000838,00000001,70312
00000834,00000007,70334
00000844,00000001,70416
000007d8,00000001,70540
00000828,00000002,70651
00000834,00000007,70759
00000818,00000011,70885
00000838,00000001,70975
00000848,00000001,71012
00000840,00000001,71095
000007cc,00000002,71202
000007f0,00000001,71238
00000804,00000011,71273
00000834,00000007,71337
00000840,00000001,71384
00000808,00000001,71411
000007c4,00000001,71489
000007f0,00000001,71544
00000844,00000001,71572
000007c4,00000001,71666
00000834,00000007,71735
00000804,00000011,71841
00000844,00000001,71953
00000834,00000007,72007
00000848,00000001,72073
00000838,00000001,72189
000007c4,00000001,72295
00000848,00000001,72396
00000834,00000007,72517
00000844,00000001,72633
00000818,00000011,72694
00000844,00000001,72701
00000804,00000011,72793
000007d8,00000001,72842
00000818,00000011,72847
000007f8,00000002,72913
000007cc,00000002,73028
00000810,00000002,73086
000007c4,00000001,73162
000007f8,00000002,73202
000007f0,00000001,73285
00000828,00000002,73344
00000808,00000001,73356
00000820,00000001,73427
00000810,00000002,73528
00000810,00000002,73562
00000804,00000011,73643
00000828,00000002,73725
00000818,00000011,73789
000007c4,00000001,73798
00000838,00000001,73811
000007d8,00000001,73818
00000808,00000001,73822
00000810,00000002,73841
00000848,00000001,73865
00000810,00000002,73943
00000818,00000011,74061
00000820,00000001,74097
000007d8,00000001,74107
00000808,00000001,74128
00000840,00000001,74203
00000840,00000001,74305
00000844,00000001,74340
00000848,00000001,74358
000007d8,00000001,74447
00000840,00000001,74492
00000848,00000001,74579
00000844,00000001,74629
00000818,00000011,74639
000007c4,00000001,74648
00000804,00000011,74738
000007f0,00000001,74839
00000834,00000007,74904
000007f0,00000001,74992
00000848,00000001,75055
00000840,00000001,75087
00000810,00000002,75184
000007f0,00000001,75247
00000848,00000001,75327
00000818,00000700,75353
000007c4,00000001,75447
00000804,00000011,75571
00000804,00000011,75673
00000860,00000001,75756
00000810,00000002,75871
00000828,00000002,75976
00000838,00000001,76028
000007d4,0000000a,76128
00000840,00000001,76165
000007f0,00000001,76172
00000810,00000002,76177
000007f8,00000002,76259
00000828,00000002,76316
000007d4,0000000a,76417
00000828,00000002,76520
00000848,00000001,76575
00000828,00000002,76588
00000848,00000001,76609
000007f8,00000002,76701
00000838,00000001,76810
00000840,00000001,76913
00000844,00000001,76965
000007f0,00000001,77039
00000804,00000011,77108
00000834,00000007,77189
000007d8,00000001,77293
00000810,00000002,77333
00000828,00000002,77353
00000848,00000001,77442
00000818,00000011,77519
000007d4,0000000a,77607
00000834,00000007,77716
000007cc,00000002,77751
000007f8,00000002,77755
00000834,00000007,77842
00000840,00000001,77957
000007d8,00000001,78082
00000828,00000002,78210
00000808,00000001,78273
00000804,00000011,78305
00000838,00000001,78313
000007d8,00000001,78405
00000820,00000001,78531
000007d4,0000000a,78651
000007d8,00000001,78762
00000818,00000011,78886
00000838,00000001,78908
00000834,00000007,78981
00000810,00000002,79074
000007d8,00000001,79170
000007cc,00000002,79220
000007f8,00000002,79309
00000848,00000001,79353
000007f8,00000002,79377
000007c4,00000001,79388
000007f8,00000002,79411
00000844,00000001,79437
00000810,00000002,79516
00000810,00000002,79635
000007c4,00000001,79694
00000820,00000001,79772
00000840,00000001,79827
00000840,00000001,79919
000007f0,00000001,80045
000007c4,00000001,80092
