00000878,0000000d,25923
000008a0,00000006,25984
000008f8,00000001,26093
000008f8,00000001,26198
000008a0,00000006,26320
00000888,00000003,26440
0000087c,00000002,26501
00000904,00000002,26516
00000890,00000003,26525
00000890,00000003,26609
00000864,00000004,26668
0000087c,00000002,26743
000008c8,000005c9,26791
0000086c,00000002,26846
000008d0,00000002,26962
000008d0,00000002,27004
00000900,00000001,27008
00000864,00000004,27078
000008e8,00000002,27174
00000890,00000003,27208
0000086c,00000002,27224
0000089c,00000015,27353
00000888,00000003,27354
000008e8,00000002,27363
000008e8,00000002,27384
00000888,00000003,27396
00000858,00000002,27516
00000888,00000003,27543
000008dc,00000006,27639
00000904,00000002,27682
0000086c,00000002,27770
00000908,00000002,27830
000008d0,00000002,27844
000008f4,00000008,27937
00000904,00000002,28039
000008f4,00000008,28147
00000904,00000002,28176
000008f8,00000001,28257
000008b4,00000001,28439
00000858,00000002,28535
00000890,00000003,28584
000008dc,00000006,28595
000008d0,00000002,28611
00000904,00000002,28701
000008c8,000005c9,28776
00000900,00000001,28825
000008c8,000005c9,28944
00000904,00000002,28953
00000858,00000002,29081
00000890,00000003,29130
000008dc,00000006,29141
000008dc,00000006,29225
000008b4,00000001,29342
000008dc,00000006,29456
0000089c,00000015,29590
000008e8,00000002,29695
00000904,00000002,29741
00000888,00000003,29749
000008b4,00000001,29815
000008c8,000005c9,29858
00000904,00000002,29930
00000900,00000001,29970
00000904,00000002,30056
00000858,00000002,30163
0000086c,00000002,30228
000008a0,00000006,30238
0000089c,00000015,30378
000008d0,00000002,30428
00000890,00000003,30464
0000087c,00000002,30545
00000904,00000002,30602
00000890,00000003,30632
00000864,00000004,30712
00000908,00000002,30750
00000878,0000000d,30765
00000858,00000002,30772
00000888,00000003,30862
000008a8,00000001,30969
0000086c,00000002,31089
000008a8,00000001,31148
0000086c,00000002,31163
0000087c,00000002,31186
000008f8,00000001,31261
000008a8,00000001,31379
000008b4,00000001,31422
0000089c,0000048e,31481
000008a8,00000001,31631
000008c8,000005c9,31696
000008a0,00000006,31698
00000878,0000000d,31784
00000864,00000004,31815
00000890,00000003,31882
000008dc,00000006,31935
00000878,0000000d,32015
00000908,00000002,32105
000008a8,00000001,32219
0000087c,00000002,32278
000008f8,00000001,32290
00000878,0000000d,32309
000008a0,00000006,32370
000008f4,00000008,32422
0000087c,00000002,32425
000008b4,00000001,32493
0000087c,00000002,32593
00000864,00000004,32645
000008b4,00000001,32651
000008e8,00000002,32657
00000904,00000002,32724
000008bc,00000002,32758
000008d0,00000002,32760
000008e8,00000002,32825
00000890,00000003,32859
0000086c,00000002,32875
000008bc,00000002,32884
00000904,00000002,32892
00000858,00000002,32894
000008f4,00000008,32895
000008f8,00000001,32910
00000888,00000003,32921
000008c8,000005c9,32988
000008bc,00000002,32989
0000087c,00000002,33024
00000864,00000004,33044
00000888,00000003,33068
00000900,00000001,33079
00000888,00000003,33152
00000908,00000002,33187
00000864,00000004,33191
00000900,00000001,33205
00000878,0000000d,33391
000008f8,00000001,33456
0000087c,00000002,33486
00000904,00000002,33501
0000089c,00000015,33592
000008f8,00000001,33624
00000890,00000003,33636
0000089c,00000015,33739
000008a8,00000001,33826
00000864,00000004,33947
0000086c,00000002,33988
00000878,0000000d,34021
00000908,00000002,34101
00000878,0000000d,34158
000008bc,00000002,34218
000008c8,000005c9,34238
00000888,00000003,34255
000008a0,00000006,34324
000008e8,00000002,34369
0000089c,0000048e,34443
00000908,00000002,34458
00000878,0000000d,34578
000008f4,00000008,34628
0000086c,00000002,34650
000008bc,00000002,34680
00000858,00000002,34711
000008f8,00000001,34790
000008c8,000005c9,34910
000008bc,00000002,34911
000008d0,00000002,34955
00000908,00000002,35025
000008a8,00000001,35139
00000888,00000003,35263
000008a8,00000001,35370
00000864,00000004,35428
000008a8,00000001,35517
00000850,00000001,35579
00000858,00000002,35667
000008bc,00000002,35783
000008bc,00000002,35825
000008f8,00000001,35893
000008bc,00000002,35993
00000908,00000002,36107
00000904,00000002,36148
00000904,00000002,36169
000008b4,00000001,36243
00000890,00000003,36283
000008a8,00000001,36284
000008bc,00000002,36287
000008a0,00000006,36372
0000089c,00000015,36428
000008a0,00000006,36498
000008a8,00000001,36536
000008b4,00000001,36558
000008f4,00000008,36592
000008a8,00000001,36599
000008dc,00000006,36735
00000858,00000002,36801
000008a8,00000001,36851
000008e8,00000002,36942
000008c8,000005c9,37074
00000878,0000000d,37078
00000878,0000000d,37141
000008e8,00000002,37226
000008f4,00000008,37296
000008bc,00000002,37306
000008e8,00000002,37394
000008d0,00000002,37518
00000900,00000001,37627
000008f4,00000008,37737
00000890,00000003,37848
0000089c,00000015,37972
0000086c,00000002,37990
00000864,00000004,38075
000008c8,000005c9,38166
0000086c,00000002,38179
00000900,00000001,38215
000008f4,00000008,38241
00000890,00000003,38310
000008f8,00000001,38361
0000086c,00000002,38389
000008f8,00000001,38466
000008a8,00000001,38521
00000888,00000003,38551
000008e8,00000002,38644
000008e8,00000002,38707
00000890,00000003,38804
000008a0,00000006,38935
000008dc,00000006,38983
0000086c,00000002,39051
000008d0,00000002,39167
000008dc,00000006,39277
000008b4,00000001,39373
00000908,00000002,39489
000008f4,00000008,39617
00000904,00000002,39656
00000858,00000002,39679
000008d0,00000002,39755
0000087c,00000002,39809
000008e8,00000002,39820
00000864,00000004,39892
000008bc,00000002,40005
000008f4,00000008,40069
000008a8,00000001,40139
00000890,00000003,40180
00000890,00000003,40264
00000864,00000004,40323
000008dc,00000006,40338
00000864,00000004,40407
000008f8,00000001,40504
000008a8,00000001,40538
000008b4,00000001,40539
0000087c,00000002,40702
000008bc,00000002,40751
000008e8,00000002,40776
00000900,00000001,40799
000008dc,00000006,40800
0000089c,00000015,40808
000008e8,00000002,40818
00000904,00000002,40843
000008b4,00000001,41022
00000908,00000002,41075
000008a8,00000001,41084
000008a8,00000001,41105
00000858,00000002,41181
00000900,00000001,41282
000008bc,00000002,41318
000008a0,00000006,41340
000008d0,00000002,41425
000008f4,00000008,41476
000008a0,00000006,41561
000008b4,00000001,41600
000008f4,00000008,41613
000008dc,00000006,41630
0000087c,00000002,41700
000008f4,00000008,41823
00000864,00000004,41972
00000864,00000004,42035
000008c8,000005c9,42084
00000878,0000000d,42172
0000087c,00000002,42225
00000858,00000002,42305
000008e8,00000002,42425
00000900,00000001,42532
000008e8,00000002,42635
000008a8,00000001,42733
00000900,00000001,42847
00000900,00000001,42952
00000900,00000001,43005
0000087c,00000002,43097
000008a0,00000006,43147
000008e8,00000002,43150
00000904,00000002,43154
000008f8,00000001,43235
000008bc,00000002,43293
000008c8,000005c9,43355
00000908,00000002,43386
00000888,00000003,43498
000008c8,000005c9,43544
00000904,00000002,43553
000008b4,00000001,43564
000008bc,00000002,43587
00000900,00000001,43677
0000086c,00000002,43788
00000858,00000002,43891
000008b4,00000001,43942
00000858,00000002,44017
000008bc,00000002,44070
00000900,00000001,44160
0000086c,00000002,44271
00000908,00000002,44310
00000904,00000002,44330
0000087c,00000002,44420
0000086c,00000002,44576
000008a8,00000001,44687
000008bc,00000002,44732
0000089c,00000015,44747
000008a8,00000001,44813
0000087c,00000002,44935
00000878,0000000d,45071
0000087c,00000002,45187
00000888,00000003,45252
00000858,00000002,45267
00000878,0000000d,45302
000008bc,00000002,45383
000008bc,00000002,45509
000008f8,00000001,45619
000008bc,00000002,45740
000008dc,00000006,45852
000008b4,00000001,45885
000008c8,000005c9,45960
00000878,0000000d,45964
000008f8,00000001,46050
000008a8,00000001,46147
000008f4,00000008,46203
00000858,00000002,46286
00000878,0000000d,46342
00000888,00000003,46355
000008f8,00000001,46365
00000900,00000001,46387
00000878,0000000d,46426
00000900,00000001,46492
000008bc,00000002,46612
000008a0,00000006,46676
0000086c,00000002,46750
000008e8,00000002,46805
0000086c,00000002,46897
0000086c,00000002,47023
0000089c,00000015,47089
000008bc,00000002,47158
000008a8,00000001,47281
000008d0,00000002,47328
00000858,00000002,47399
00000888,00000003,47500
00000904,00000002,47597
000008b4,00000001,47629
0000089c,00000015,47730
0000089c,00000015,47835
00000900,00000001,47868
00000878,0000000d,47907
000008f8,00000001,47909
00000904,00000002,47933
000008b4,00000001,47944
000008a0,00000006,48094
00000900,00000001,48183
00000904,00000002,48311
00000908,00000002,48375
000008f4,00000008,48461
000008a8,00000001,48510
00000864,00000004,48589
000008dc,00000006,48709
000008f4,00000008,48818
00000900,00000001,48929
00000908,00000002,49037
000008bc,00000002,49091
0000086c,00000002,49166
00000904,00000002,49204
0000086c,00000002,49271
000008e8,00000002,49305
000008f8,00000001,49369
000008a0,00000006,49407
00000888,00000003,49485
000008c8,000005c9,49510
0000087c,00000002,49525
0000087c,00000002,49546
000008e8,00000002,49557
00000858,00000002,49563
00000904,00000002,49582
000008a0,00000006,49596
000008a8,00000001,49676
000008b4,00000001,49719
000008a0,00000006,49869
000008f8,00000001,49894
0000089c,00000015,50009
000008d0,00000002,50038
00000864,00000004,50112
000008bc,00000002,50162
00000864,00000004,50238
000008d0,00000002,50353
00000908,00000002,50476
00000908,00000002,50602
0000087c,00000002,50649
0000089c,00000015,50692
000008e8,00000002,50765
000008dc,00000006,50831
000008a8,00000001,50905
000008a0,00000006,51014
00000878,0000000d,51121
000008f4,00000008,51150
00000900,00000001,51208
000008c8,000005c9,51285
000008b4,00000001,51305
00000900,00000001,51418
00000908,00000002,51505
000008dc,00000006,51524
00000864,00000004,51530
00000858,00000002,51548
00000888,00000003,51575
000008dc,00000006,51671
00000908,00000002,51778
00000878,0000000d,51909
00000888,00000003,51943
000008bc,00000002,51948
000008b4,00000001,52030
000008bc,00000002,52137
0000089c,00000015,52257
000008f4,00000008,52295
00000864,00000004,52381
00000908,00000002,52440
000008a8,00000001,52470
00000888,00000003,52552
00000904,00000002,52607
000008b4,00000001,52618
000008a8,00000001,52827
000008a8,00000001,52953
000008c8,000005c9,52955
000008e8,00000002,53065
000008a0,00000006,53125
00000858,00000002,53197
00000878,0000000d,53337
000008b4,00000001,53427
0000087c,00000002,53527
00000864,00000004,53652
000008f8,00000001,53686
000008f4,00000008,53776
00000858,00000002,53817
000008f4,00000008,53818
00000878,0000000d,53831
00000890,00000003,53887
000008d0,00000002,53935
000008f8,00000001,53959
000008b4,00000001,54036
0000089c,00000015,54095
00000890,00000003,54097
000008bc,00000002,54122
00000904,00000002,54151
000008c8,000005c9,54184
000008dc,00000006,54234
000008d0,00000002,54334
000008a8,00000001,54371
0000089c,00000015,54389
00000890,00000003,54454
00000890,00000003,54559
00000900,00000001,54674
000008c8,000005c9,54730
000008dc,00000006,54738
0000086c,00000002,54764
00000858,00000002,54899
00000900,00000001,54958
000008c8,000005c9,55056
00000888,00000003,55157
00000878,0000000d,55291
000008a0,00000006,55394
00000888,00000003,55430
00000888,00000003,55514
00000864,00000004,55637
0000087c,00000002,55680
0000089c,00000015,55786
000008b4,00000001,55874
00000890,00000003,55914
000008a8,00000001,55915
00000908,00000002,56095
000008dc,00000006,56156
0000089c,00000560,56185
0000086c,00000002,56245
000008c8,000005c9,56274
00000908,00000002,56316
00000890,00000003,56345
000008e8,00000002,56374
00000888,00000003,56470
000008c8,000005c9,56516
000008bc,00000002,56685
00000888,00000003,56722
000008a0,00000006,56791
000008f4,00000008,56906
000008bc,00000002,57021
000008b4,00000001,57145
000008b4,00000001,57208
00000858,00000002,57241
000008bc,00000002,57273
00000864,00000004,57307
000008d0,00000002,57401
000008c8,000005c9,57461
000008e8,00000002,57529
00000864,00000004,57643
0000089c,00000560,57666
00000858,00000002,57745
00000888,00000003,57846
00000904,00000002,57943
000008bc,00000002,58040
000008c8,000005c9,58060
00000904,00000002,58153
000008dc,00000006,58278
00000864,00000004,58368
000008f8,00000001,58381
00000908,00000002,58406
00000890,00000003,58435
000008f4,00000008,58534
000008f8,00000001,58654
00000904,00000002,58783
00000888,00000003,58896
00000878,0000000d,58946
000008a0,00000006,59007
000008f8,00000001,59116
000008f8,00000001,59221
00000900,00000001,59338
000008e8,00000002,59462
000008dc,00000006,59528
000008a0,00000006,59543
000008f4,00000008,59553
000008f4,00000008,59637
000008bc,00000002,59689
000008c8,0000ca66,59709
0000087c,00000002,59766
000008c8,000005c9,59814
0000086c,00000002,59869
000008d0,00000002,59985
000008d0,00000002,60027
00000900,00000001,60031
00000864,00000004,60101
000008e8,00000002,60197
00000890,00000003,60231
0000086c,00000002,60247
0000089c,00000015,60376
00000888,00000003,60377
000008e8,00000002,60386
000008e8,00000002,60407
00000888,00000003,60419
00000858,00000002,60539
00000888,00000003,60566
000008dc,00000006,60662
00000904,00000002,60705
000008a8,00000001,60852
0000086c,00000002,60867
00000888,00000003,60955
000008a0,00000006,61066
00000888,00000003,61165
00000904,00000002,61199
000008f8,00000001,61280
000008b4,00000001,61462
00000858,00000002,61558
00000890,00000003,61607
000008dc,00000006,61618
000008d0,00000002,61634
00000904,00000002,61724
000008c8,000005c9,61799
00000900,00000001,61848
000008c8,000005c9,61967
00000904,00000002,61976
00000858,00000002,62104
00000890,00000003,62153
000008dc,00000006,62164
00000878,0000000d,62255
000008c8,000005c9,62272
00000908,00000002,62366
00000878,0000000d,62486
000008f8,00000001,62593
000008e8,00000002,62718
00000904,00000002,62764
00000888,00000003,62772
000008b4,00000001,62838
000008c8,000005c9,62881
00000904,00000002,62953
00000900,00000001,62993
00000904,00000002,63079
00000858,00000002,63186
0000086c,00000002,63251
000008a0,00000006,63261
0000089c,00000015,63359
0000089c,00000015,63401
000008d0,00000002,63451
00000890,00000003,63487
0000087c,00000002,63568
00000904,00000002,63625
00000890,00000003,63655
000008bc,00000002,63733
000008a8,00000001,63772
000008d0,00000002,63777
000008b4,00000001,63794
000008e8,00000002,63884
00000904,00000002,63993
000008a8,00000001,64171
0000086c,00000002,64186
0000087c,00000002,64209
000008f8,00000001,64284
000008a8,00000001,64402
000008b4,00000001,64445
000008a8,00000001,64654
000008c8,000005c9,64719
000008a0,00000006,64721
00000878,0000000d,64807
00000864,00000004,64838
00000890,00000003,64905
000008dc,00000006,64958
00000878,0000000d,65038
00000908,00000002,65128
00000904,00000002,65243
000008dc,00000006,65305
00000890,00000003,65315
000008d0,00000002,65321
00000900,00000001,65388
00000888,00000003,65440
000008dc,00000006,65452
00000908,00000002,65517
000008dc,00000006,65620
00000864,00000004,65668
000008b4,00000001,65674
000008e8,00000002,65680
00000904,00000002,65747
000008bc,00000002,65781
000008d0,00000002,65783
000008e8,00000002,65848
00000890,00000003,65882
0000086c,00000002,65898
000008bc,00000002,65907
00000904,00000002,65915
00000858,00000002,65917
000008f4,00000008,65918
000008f8,00000001,65933
00000888,00000003,65944
000008c8,000005c9,66011
000008bc,00000002,66012
0000087c,00000002,66047
00000864,00000004,66067
00000888,00000003,66091
00000900,00000001,66102
00000888,00000003,66175
00000908,00000002,66210
00000864,00000004,66214
00000900,00000001,66228
0000089c,00000015,66321
00000878,0000000d,66414
000008f8,00000001,66479
0000087c,00000002,66509
00000904,00000002,66524
0000089c,00000015,66615
000008f8,00000001,66647
00000890,00000003,66659
000008f8,00000001,66742
00000904,00000002,66850
000008bc,00000002,66968
000008d0,00000002,67033
00000908,00000002,67124
00000878,0000000d,67181
000008bc,00000002,67241
000008c8,000005c9,67261
00000888,00000003,67278
000008a0,00000006,67347
000008e8,00000002,67392
00000908,00000002,67481
00000878,0000000d,67601
000008f4,00000008,67651
0000086c,00000002,67673
000008bc,00000002,67703
00000858,00000002,67734
000008f8,00000001,67813
000008c8,000005c9,67933
000008bc,00000002,67934
000008d0,00000002,67978
00000908,00000002,68048
00000904,00000002,68163
000008e8,00000002,68285
00000904,00000002,68394
000008bc,00000002,68449
000008c8,000005c9,68490
00000904,00000002,68541
00000900,00000001,68602
00000858,00000002,68690
000008bc,00000002,68806
000008bc,00000002,68848
000008f8,00000001,68916
000008bc,00000002,69016
00000908,00000002,69130
00000904,00000002,69171
00000904,00000002,69192
000008b4,00000001,69266
00000890,00000003,69306
000008a8,00000001,69307
000008bc,00000002,69310
000008a0,00000006,69395
0000089c,00000015,69451
000008a0,00000006,69521
000008a8,00000001,69559
000008b4,00000001,69581
000008f4,00000008,69615
000008a8,00000001,69622
00000864,00000004,69712
00000878,0000000d,69765
000008b4,00000001,69823
00000904,00000002,69875
0000087c,00000002,69965
000008c8,000005c9,70097
00000878,0000000d,70101
00000878,0000000d,70164
000008e8,00000002,70249
000008f4,00000008,70319
000008bc,00000002,70329
000008e8,00000002,70417
000008d0,00000002,70541
00000900,00000001,70650
000008f4,00000008,70760
00000890,00000003,70871
0000086c,00000002,71013
00000864,00000004,71098
0000089c,00000015,71258
00000888,00000003,71259
000008f4,00000008,71338
00000890,00000003,71386
00000890,00000003,71491
00000904,00000002,71545
00000888,00000003,71574
000008e8,00000002,71667
000008e8,00000002,71730
00000890,00000003,71827
000008a0,00000006,71958
000008dc,00000006,72006
0000086c,00000002,72074
0000089c,0000048e,72140
000008d0,00000002,72190
000008dc,00000006,72300
000008b4,00000001,72396
00000908,00000002,72512
00000888,00000003,72635
000008c8,000005c9,72681
000008a0,00000006,72683
000008b4,00000001,72701
0000086c,00000002,72778
000008dc,00000006,72836
0000087c,00000002,72843
000008c8,000005c9,72891
000008bc,00000002,72913
00000858,00000002,73028
000008f4,00000008,73092
000008a8,00000001,73162
00000890,00000003,73203
00000890,00000003,73287
00000864,00000004,73346
000008dc,00000006,73361
00000864,00000004,73430
000008f8,00000001,73527
000008a8,00000001,73561
000008b4,00000001,73562
0000087c,00000002,73725
000008bc,00000002,73774
000008e8,00000002,73799
00000900,00000001,73822
000008dc,00000006,73823
0000089c,00000015,73831
000008e8,00000002,73841
00000904,00000002,73866
000008b4,00000001,74045
0000086c,00000002,74098
00000878,0000000d,74215
00000858,00000002,74306
000008dc,00000006,74345
000008bc,00000002,74359
000008f4,00000008,74454
00000904,00000002,74493
00000864,00000004,74582
000008a8,00000001,74629
00000878,0000000d,74635
0000089c,00000015,74668
00000900,00000001,74722
000008a8,00000001,74839
00000888,00000003,74900
000008e8,00000002,74993
000008e8,00000002,75056
00000888,00000003,75089
000008c8,000005e5,75135
000008f8,00000001,75183
00000900,00000001,75247
000008dc,00000006,75332
000008a0,00000006,75452
000008bc,00000002,75556
000008c8,000005c9,75587
000008c8,000005c9,75608
00000900,00000001,75657
00000858,00000002,75871
00000858,00000002,75976
000008bc,00000002,76029
00000900,00000001,76119
00000864,00000004,76168
000008a0,00000006,76177
000008b4,00000001,76258
0000087c,00000002,76316
000008d0,00000002,76409
00000904,00000002,76520
00000878,0000000d,76599
0000087c,00000002,76610
000008bc,00000002,76701
000008f4,00000008,76817
000008dc,00000006,76918
00000878,0000000d,76977
000008dc,00000006,77044
000008dc,00000006,77097
00000858,00000002,77184
000008c8,000005c9,77236
00000888,00000003,77295
0000086c,00000002,77333
00000864,00000004,77355
0000089c,00000015,77462
00000888,00000003,77505
