0000081c,00000009,000ffffe,26
000008d4,00000002,000ffffe,54353
000008e8,00000002,000ffffe,55126
000008e8,00000002,000ffffe,55346
000008fc,00000002,000ffffe,55728
000008f4,000004bb,00080198,55896
000008fc,00000002,000ffffe,56159
000008d4,00000002,000ffffe,56375
000008d4,00000002,000ffffe,56755
000008d0,00000014,000800c0,57203
00000894,00000002,000ffffe,57640
000008e8,00000002,000ffffe,57868
00000908,00000006,000ffffd,58226
000008e8,00000002,000ffffe,58639
00000934,00000002,000ffffd,58848
000008a4,00000002,000ffffe,58953
0000092c,00000001,000ffffe,59005
000008a4,00000002,000ffffe,59033
00000930,00000002,000ffffe,59047
0000092c,00000001,000ffffe,59325
000008c4,00000002,000ffffe,59466
000008d4,00000002,000ffffe,59808
00000908,00000006,000ffffd,60477
00000930,00000002,000ffffe,60856
000008e8,00000002,000ffffe,61048
000008c4,00000002,000ffffe,61384
000008f4,000004d6,00080209,61487
00000920,00000008,00080043,61830
00000920,00000008,00080043,62290
0000092c,00000001,000ffffe,62785
0000092c,00000001,000ffffe,63276
000008a0,0000000c,00080043,63533
000008c4,00000002,000ffffe,63886
000008d4,00000002,000ffffe,64068
000008d4,00000002,000ffffe,64399
00000914,00000002,000ffffe,64565
0000092c,00000001,000ffffe,64887
00000934,00000002,000ffffd,65050
00000880,00000002,000ffffe,65371
000008e8,00000002,000ffffe,65532
000008fc,00000002,000ffffe,65654
00000908,00000006,000ffffd,65679
000008a4,00000002,000ffffe,65686
000008e8,00000002,000ffffe,65692
000008bc,00000004,000ffffd,65969
000008a0,0000000c,00080043,66115
000008a4,00000002,000ffffe,66446
00000920,00000008,00080043,66623
000008e8,00000002,000ffffe,66703
000008f4,000004bb,00080199,66822
000008bc,00000004,000ffffd,67020
000008a0,0000000c,00080043,67186
00000914,00000002,000ffffe,67527
000008e8,00000002,000ffffe,67703
000008d0,00000014,000800c4,68049
000008a0,0000000c,00080043,68477
0000088c,00000004,000ffffd,68927
00000894,00000002,000ffffe,69677
000008d4,00000002,000ffffe,69803
000008a0,0000000c,00080043,70268
00000880,00000002,000ffffe,70606
000008f4,000004bb,000801b5,70635
000008c4,00000002,000ffffe,71052
000008f4,000004bb,0008021f,71315
00000930,00000002,000ffffe,71515
000008e8,00000002,000ffffe,71747
000008c4,00000002,000ffffe,72103
000008a4,00000002,000ffffe,72521
00000894,00000002,000ffffe,72970
000008d0,00000014,000800c5,73213
00000880,00000002,000ffffe,73308
0000092c,00000001,000ffffe,73364
000008c4,00000002,000ffffe,73394
0000088c,00000004,000ffffd,73411
000008e0,00000004,000ffffd,73419
000008bc,00000004,000ffffd,73695
000008a4,00000002,000ffffe,74103
0000088c,00000004,000ffffd,74582
00000880,00000002,000ffffe,74819
00000880,00000002,000ffffe,74939
000008e0,00000004,000ffffd,75241
00000934,00000002,000ffffd,75629
000008c4,00000002,000ffffe,76096
0000093c,00000001,000ffffe,76329
000008c4,00000002,000ffffe,76687
000008bc,00000004,000ffffd,76868
00000920,00000008,00080043,76962
000008fc,00000002,000ffffe,77273
000008fc,00000002,000ffffe,77824
000008d4,00000002,000ffffe,78220
000008f4,000004bb,00080229,78641
00000930,00000002,000ffffe,78690
000008f4,000004bb,00080236,78721
00000914,00000002,000ffffe,79197
000008d4,00000002,000ffffe,79451
00000920,00000008,00080044,79824
000008d4,00000002,000ffffe,80002
00000880,00000002,000ffffe,80334
00000930,00000002,000ffffe,80772
000008c4,00000002,000ffffe,81231
00000924,00000001,000ffffe,81460
000008e0,00000004,000ffffd,81996
00000930,00000002,000ffffe,82323
000008fc,00000002,000ffffe,82488
00000920,00000008,00080044,82577
0000092c,00000001,000ffffe,82612
00000930,00000002,000ffffe,82874
000008e0,00000004,000ffffd,83007
00000920,00000008,00080044,83077
00000880,00000002,000ffffe,83376
00000908,00000006,000ffffd,83533
00000934,00000002,000ffffd,83606
00000930,00000002,000ffffe,83645
00000930,00000002,000ffffe,83665
00000880,00000002,000ffffe,83947
00000908,00000006,000ffffd,84364
00000880,00000002,000ffffe,84567
000008a4,00000002,000ffffe,84671
000008bc,00000004,000ffffd,84965
00000924,00000001,000ffffe,85813
00000930,00000002,000ffffe,86047
00000920,00000008,00080044,86170
00000914,00000002,000ffffe,86223
000008a4,00000002,000ffffe,86253
000008f4,000004bb,000801d2,86558
00000920,00000008,00080044,86690
00000934,00000002,000ffffd,87028
000008fc,00000002,000ffffe,87472
000008f4,000004bb,000801cf,87749
00000914,00000002,000ffffe,87934
0000092c,00000001,000ffffe,88436
00000930,00000002,000ffffe,88689
000008a4,00000002,000ffffe,89055
000008d4,00000002,000ffffe,89690
000008c4,00000002,000ffffe,90068
000008d0,0000038f,000800c6,90387
00000920,00000008,00080044,90503
000008e8,00000002,000ffffe,90712
00000930,00000002,000ffffe,90820
0000088c,00000004,000ffffd,91116
000008d4,00000002,000ffffe,91501
00000894,00000002,000ffffe,91695
000008bc,00000004,000ffffd,92251
00000930,00000002,000ffffe,92342
000008bc,00000004,000ffffd,92391
000008e0,00000004,000ffffd,92415
00000908,00000006,000ffffd,92701
00000920,00000008,00080044,93596
00000920,00000008,00080044,93836
000008d0,0000038f,000800c6,94020
00000920,00000008,00080044,94196
000008a4,00000002,000ffffe,94610
00000914,00000002,000ffffe,95060
000008e0,00000004,000ffffd,95808
00000914,00000002,000ffffe,95931
0000092c,00000001,000ffffe,95993
000008e0,00000004,000ffffd,96028
0000092c,00000001,000ffffe,96313
00000908,00000006,000ffffd,96734
000008f4,000004bb,00080224,96766
00000894,00000002,000ffffe,97210
00000914,00000002,000ffffe,97722
00000934,00000002,000ffffd,98218
000008d0,00000014,000800c5,98724
00000894,00000002,000ffffe,99672
000008a0,0000000c,00080045,100163
000008a4,00000002,000ffffe,100394
000008f4,000004bb,00080224,100399
000008bc,00000004,000ffffd,100517
00000920,00000008,00080045,100582
000008c4,00000002,000ffffe,100607
00000894,00000002,000ffffe,100623
00000894,00000002,000ffffe,100903
00000914,00000002,000ffffe,101315
0000088c,00000004,000ffffd,101795
000008fc,00000002,000ffffe,102304
000008d4,00000002,000ffffe,102560
00000924,00000001,000ffffe,102927
000008e0,00000004,000ffffd,103354
0000088c,00000004,000ffffd,103806
000008d4,00000002,000ffffe,104302
0000092c,00000001,000ffffe,104790
00000894,00000002,000ffffe,105036
000008bc,00000004,000ffffd,105161
000008d0,00000014,000800c4,105510
000008a0,0000000c,00080045,105638
000008a0,0000000c,00080045,105978
000008d0,0000038f,000800c6,106130
000008bc,00000004,000ffffd,106412
00000920,00000008,00080045,106877
000008c4,00000002,000ffffe,107102
00000894,00000002,000ffffe,107218
00000880,00000002,000ffffe,107516
00000930,00000002,000ffffe,107905
00000908,00000006,000ffffd,108104
00000880,00000002,000ffffe,108487
000008bc,00000004,000ffffd,108634
00000930,00000002,000ffffe,108705
00000920,00000008,00080045,108748
00000914,00000002,000ffffe,108761
000008a4,00000002,000ffffe,108771
000008e8,00000002,000ffffe,109048
000008e0,00000004,000ffffd,109189
00000934,00000002,000ffffd,109257
000008f4,000004bb,000801ba,109407
000008c4,00000002,000ffffe,109564
00000880,00000002,000ffffe,109718
000008e0,00000004,000ffffd,110069
00000854,00000002,000ffffe,110242
0000088c,00000004,000ffffd,110332
0000092c,00000001,000ffffe,110645
00000920,00000008,00080045,111050
00000920,00000008,00080045,111521
000008e0,00000004,000ffffd,112111
000008d4,00000002,000ffffe,112528
000008f4,000004bb,000801ae,112960
000008a4,00000002,000ffffe,113115
00000908,00000006,000ffffd,113308
000008d4,00000002,000ffffe,113399
00000924,00000001,000ffffe,113446
00000880,00000002,000ffffe,113711
000008d0,0000047f,000800c3,113887
00000908,00000006,000ffffd,114119
000008bc,00000004,000ffffd,115100
00000880,00000002,000ffffe,115353
000008d4,00000002,000ffffe,115481
000008d0,0000038f,000800c5,115498
000008fc,00000002,000ffffe,115785
000008a4,00000002,000ffffe,116177
0000088c,00000004,000ffffd,116647
000008d0,00000014,000800c6,117169
000008e0,00000004,000ffffd,117646
00000924,00000001,000ffffe,117890
00000880,00000002,000ffffe,118015
00000894,00000002,000ffffe,118317
00000908,00000006,000ffffd,118712
00000930,00000002,000ffffe,118904
000008d4,00000002,000ffffe,119274
00000908,00000006,000ffffd,119703
000008c4,00000002,000ffffe,119912
00000894,00000002,000ffffe,120019
00000924,00000001,000ffffe,120072
000008a0,0000000c,00080046,120350
0000092c,00000001,000ffffe,120473
00000924,00000001,000ffffe,120812
000008c4,00000002,000ffffe,120983
00000908,00000006,000ffffd,121312
00000924,00000001,000ffffe,121470
00000930,00000002,000ffffe,121553
000008d4,00000002,000ffffe,122023
000008d0,00000014,000800ca,122120
000008d0,00000014,000800ca,122160
00000924,00000001,000ffffe,122401
00000930,00000002,000ffffe,122804
000008f4,000004bb,000801ed,123075
000008d4,00000002,000ffffe,123514
00000924,00000001,000ffffe,123632
00000924,00000001,000ffffe,123692
000008c4,00000002,000ffffe,123963
000008f4,0000a598,000801e1,124206
00000908,00000006,000ffffd,124374
000008f4,000004bb,0008020c,124486
0000092c,00000001,000ffffe,124573
00000880,00000002,000ffffe,124948
000008d0,00000014,000800c9,125393
0000088c,00000004,000ffffd,125591
00000880,00000002,000ffffe,125968
00000934,00000002,000ffffd,126158
00000914,00000002,000ffffe,126493
00000894,00000002,000ffffe,126661
000008c4,00000002,000ffffe,126985
000008e0,00000004,000ffffd,127421
000008c4,00000002,000ffffe,127876
00000920,00000008,00080046,128111
000008e8,00000002,000ffffe,128220
000008d4,00000002,000ffffe,128278
000008c4,00000002,000ffffe,128547
0000088c,00000004,000ffffd,128684
000008e0,00000004,000ffffd,128752
00000920,00000008,00080046,129062
000008d4,00000002,000ffffe,129449
00000914,00000002,000ffffe,129646
00000908,00000006,000ffffd,129749
000008a0,0000000c,00080046,129805
000008d4,00000002,000ffffe,130060
0000088c,00000004,000ffffd,130195
000008d4,00000002,000ffffe,130260
00000894,00000002,000ffffe,130294
00000934,00000002,000ffffd,130551
000008d4,00000002,000ffffe,130680
00000908,00000006,000ffffd,130749
000008c4,00000002,000ffffe,130778
000008fc,00000002,000ffffe,130804
000008a0,0000000c,00080046,130805
0000092c,00000001,000ffffe,130808
00000880,00000002,000ffffe,130812
00000894,00000002,000ffffe,130814
000008a4,00000002,000ffffe,131087
0000088c,00000004,000ffffd,131226
000008e8,00000002,000ffffe,131293
000008bc,00000004,000ffffd,131330
000008a0,0000000c,00080046,131356
000008a4,00000002,000ffffe,131627
000008bc,00000004,000ffffd,131770
00000924,00000001,000ffffe,131838
000008fc,00000002,000ffffe,131875
00000934,00000002,000ffffd,132133
00000880,00000002,000ffffe,132534
0000088c,00000004,000ffffd,132737
00000894,00000002,000ffffe,132836
00000908,00000006,000ffffd,132891
00000934,00000002,000ffffd,132913
000008a4,00000002,000ffffe,133198
00000924,00000001,000ffffe,133340
000008d4,00000002,000ffffe,133413
00000924,00000001,000ffffe,133720
000008e8,00000002,000ffffe,134115
000008f4,0000a598,00080239,134454
000008d4,00000002,000ffffe,134584
000008a0,0000000c,00080046,134829
0000088c,00000004,000ffffd,134939
00000880,00000002,000ffffe,135236
000008e8,00000002,000ffffe,135386
000008c4,00000002,000ffffe,135733
00000880,00000002,000ffffe,135907
000008d0,00000014,000800c9,136252
00000908,00000006,000ffffd,136724
00000920,00000008,00080047,137159
000008fc,00000002,000ffffe,137370
0000088c,00000004,000ffffd,137481
00000924,00000001,000ffffe,137533
000008a4,00000002,000ffffe,137562
000008f4,000004bb,000801ee,137607
000008e8,00000002,000ffffe,137848
00000914,00000002,000ffffe,138263
00000894,00000002,000ffffe,138471
00000930,00000002,000ffffe,138847
000008c4,00000002,000ffffe,139275
000008e0,00000004,000ffffd,139731
000008d4,00000002,000ffffe,140228
00000930,00000002,000ffffe,140478
000008fc,00000002,000ffffe,140843
00000920,00000008,00080047,141032
000008d0,00000014,000800c9,141136
000008bc,00000004,000ffffd,141438
00000908,00000006,000ffffd,141839
00000908,00000006,000ffffd,142039
000008bc,00000004,000ffffd,142409
00000908,00000006,000ffffd,143290
00000880,00000002,000ffffe,143513
00000914,00000002,000ffffe,143627
000008f4,000004bb,00080229,144042
00000880,00000002,000ffffe,144073
00000920,0000000c,00080047,144158
00000894,00000002,000ffffe,144186
0000088c,00000004,000ffffd,144447
000008d4,00000002,000ffffe,144912
0000092c,00000001,000ffffe,145080
000008f4,000004bb,00080217,145133
00000894,00000002,000ffffe,145166
000008bc,00000004,000ffffd,145211
000008d0,00000014,000800ca,145249
00000934,00000002,000ffffd,145514
0000088c,00000004,000ffffd,145658
000008f4,000004bb,000801bf,145784
000008a4,00000002,000ffffe,145999
00000924,00000001,000ffffe,146170
00000894,00000002,000ffffe,146497
000008c4,00000002,000ffffe,146932
000008a4,00000002,000ffffe,147150
000008bc,00000004,000ffffd,147533
00000924,00000001,000ffffe,147721
0000088c,00000004,000ffffd,147820
0000088c,00000004,000ffffd,148140
0000088c,00000004,000ffffd,148540
00000894,00000002,000ffffe,149010
000008e8,00000002,000ffffe,149518
000008a4,00000002,000ffffe,150012
00000880,00000002,000ffffe,150499
000008a4,00000002,000ffffe,150743
000008c4,00000002,000ffffe,151105
00000924,00000001,000ffffe,151525
000008d0,00000014,000800c8,151755
00000908,00000006,000ffffd,151847
000008c4,00000002,000ffffe,152136
00000908,00000006,000ffffd,152287
000008d0,00000014,000800ca,152375
000008bc,00000004,000ffffd,152668
00000880,00000002,000ffffe,152821
00000930,00000002,000ffffe,152899
000008e0,00000004,000ffffd,153212
000008bc,00000004,000ffffd,153368
00000920,00000008,00080047,153722
00000920,00000008,00080047,154393
00000934,00000002,000ffffd,154771
00000880,00000002,000ffffe,155203
000008f4,000004bb,000801b0,155372
00000924,00000001,000ffffe,155658
00000924,00000001,000ffffe,156158
00000920,00000008,00080048,156655
00000880,00000002,000ffffe,157134
000008a0,0000000c,00080048,157387
00000914,00000002,000ffffe,157499
00000920,00000008,00080048,157806
000008c4,00000002,000ffffe,157951
00000894,00000002,000ffffe,158027
000008fc,00000002,000ffffe,158337
00000924,00000001,000ffffe,158731
00000914,00000002,000ffffe,158930
000008bc,00000004,000ffffd,159303
000008a4,00000002,000ffffe,159820
00000880,00000002,000ffffe,159987
000008a4,00000002,000ffffe,160071
00000930,00000002,000ffffe,160385
000008f4,000004bb,000801fb,160696
00000920,00000008,00080048,160788
00000914,00000002,000ffffe,160981
00000914,00000002,000ffffe,161081
00000908,00000006,000ffffd,161375
00000930,00000002,000ffffe,161756
000008d4,00000002,000ffffe,162046
0000092c,00000001,000ffffe,162094
00000894,00000002,000ffffe,162120
00000920,00000008,00080048,162139
00000894,00000002,000ffffe,162140
000008c4,00000002,000ffffe,162144
000008e0,00000004,000ffffd,162420
00000930,00000002,000ffffe,162827
000008a0,0000000c,00080048,163042
000008c4,00000002,000ffffe,163135
000008f4,000004bb,00080202,163158
00000930,00000002,000ffffe,163187
000008a4,00000002,000ffffe,163453
00000930,00000002,000ffffe,163858
0000088c,00000004,000ffffd,164063
000008a0,0000000c,00080048,164173
00000914,00000002,000ffffe,164454
00000880,00000002,000ffffe,164600
00000914,00000002,000ffffe,164945
000008d0,00000014,000800c8,165136
00000914,00000002,000ffffe,165205
00000930,00000002,000ffffe,165249
00000880,00000002,000ffffe,165511
000008a0,0000000c,00080048,165924
00000914,00000002,000ffffe,166116
000008d0,00000014,000800c9,166507
00000914,00000002,000ffffe,166676
000008d4,00000002,000ffffe,166770
000008d0,00000014,000800cb,167107
00000924,00000001,000ffffe,167248
000008d4,00000002,000ffffe,167601
00000924,00000001,000ffffe,168048
000008e0,00000004,000ffffd,168515
00000908,00000006,000ffffd,169021
000008bc,00000004,000ffffd,169511
00000880,00000002,000ffffe,169995
000008a0,0000000c,00080048,170488
000008bc,00000004,000ffffd,170722
00000920,00000008,00080048,171087
00000924,00000001,000ffffe,171261
000008d0,00000014,000800c9,171371
00000908,00000006,000ffffd,171403
00000924,00000001,000ffffe,171661
000008d4,00000002,000ffffe,171794
00000920,00000008,00080048,172138
00000924,00000001,000ffffe,172572
0000092c,00000001,000ffffe,172793
000008d4,00000002,000ffffe,172905
000008a4,00000002,000ffffe,172961
0000088c,00000004,000ffffd,173231
000008d0,00000014,000800c8,173653
00000894,00000002,000ffffe,174110
00000880,00000002,000ffffe,174348
000008d4,00000002,000ffffe,174707
000008d4,00000002,000ffffe,174887
00000930,00000002,000ffffe,175217
000008a4,00000002,000ffffe,175654
000008a0,0000000c,00080049,175883
00000908,00000006,000ffffd,175987
000008d4,00000002,000ffffe,176278
00000924,00000001,000ffffe,176425
00000894,00000002,000ffffe,176772
00000924,00000001,000ffffe,177216
00000934,00000002,000ffffd,177440
000008d0,00000014,000800ca,177866
000008a4,00000002,000ffffe,178236
000008e8,00000002,000ffffe,178702
000008f4,000004bb,000801ed,178761
00000920,00000008,00080049,179213
0000092c,00000001,000ffffe,179459
000008a4,00000002,000ffffe,179587
000008d4,00000002,000ffffe,179651
00000880,00000002,000ffffe,179923
000008d4,00000002,000ffffe,180331
00000908,00000006,000ffffd,180811
000008a0,0000000c,00080049,181327
00000880,00000002,000ffffe,181812
000008d4,00000002,000ffffe,182060
000008fc,00000002,000ffffe,182424
00000914,00000002,000ffffe,182846
00000914,00000002,000ffffe,183297
00000880,00000002,000ffffe,183523
00000908,00000006,000ffffd,183880
000008e8,00000002,000ffffe,184053
000008d4,00000002,000ffffe,184142
00000908,00000006,000ffffd,184191
00000924,00000001,000ffffe,184209
000008d4,00000002,000ffffe,184222
000008c4,00000002,000ffffe,184500
0000092c,00000001,000ffffe,184910
000008a0,0000000c,00080049,185127
000008d0,00000014,000800cb,185510
00000920,00000008,00080049,185686
000008e0,00000004,000ffffd,186016
000008d4,00000002,000ffffe,186453
0000092c,00000001,000ffffe,186672
00000934,00000002,000ffffd,187055
000008e8,00000002,000ffffe,187486
000008c4,00000002,000ffffe,187702
00000920,00000008,00080049,188088
000008bc,00000004,000ffffd,188514
0000093c,00000001,000ffffe,188966
0000092c,00000001,000ffffe,189194
000008d4,00000002,000ffffe,189966
0000092c,00000001,000ffffe,190174
000008a4,00000002,000ffffe,190333
000008bc,00000004,000ffffd,190376
000008a4,00000002,000ffffe,190653
000008f4,000004bb,000801d7,190758
000008a4,00000002,000ffffe,190793
000008c4,00000002,000ffffe,191135
000008f4,000004bb,00080199,191569
00000930,00000002,000ffffe,191578
00000880,00000002,000ffffe,191800
000008a0,0000000c,00080049,192193
00000920,00000008,00080049,192381
00000880,00000002,000ffffe,192711
00000880,00000002,000ffffe,193151
00000880,00000002,000ffffe,193611
00000894,00000002,000ffffe,194604
000008d4,00000002,000ffffe,194850
00000880,00000002,000ffffe,195213
000008f4,000004bb,000801ac,195322
00000894,00000002,000ffffe,195395
00000908,00000006,000ffffd,195730
00000934,00000002,000ffffd,195892
00000894,00000002,000ffffe,196215
00000908,00000006,000ffffd,196381
00000914,00000002,000ffffe,196698
00000920,00000008,0008004a,196865
00000924,00000001,000ffffe,196939
0000092c,00000001,000ffffe,196980
00000930,00000002,000ffffe,197002
000008e0,00000004,000ffffd,197015
00000920,00000008,0008004a,197025
000008e8,00000002,000ffffe,197294
000008d4,00000002,000ffffe,197432
00000930,00000002,000ffffe,197773
000008e0,00000004,000ffffd,197946
00000920,00000008,0008004a,198036
000008e8,00000002,000ffffe,198345
000008d4,00000002,000ffffe,198503
000008d4,00000002,000ffffe,198854
000008a4,00000002,000ffffe,199030
000008fc,00000002,000ffffe,199358
000008d4,00000002,000ffffe,199794
00000920,00000008,0008004a,200258
00000924,00000001,000ffffe,200752
000008d0,00000014,000800ce,201022
00000894,00000002,000ffffe,201130
000008bc,00000004,000ffffd,201435
0000092c,00000001,000ffffe,201584
000008bc,00000004,000ffffd,201935
00000880,00000002,000ffffe,202379
000008a0,0000000c,0008004a,202852
00000920,00000008,0008004a,203080
00000930,00000002,000ffffe,203848
000008d0,00000014,000800cd,204315
000008fc,00000002,000ffffe,204522
000008bc,00000004,000ffffd,204637
000008f4,000004bb,00080230,204639
00000894,00000002,000ffffe,204692
00000880,00000002,000ffffe,204721
00000920,00000008,0008004a,204742
000008a0,0000000c,0008004a,204754
00000934,00000002,000ffffd,205020
000008e0,00000004,000ffffd,205432
000008c4,00000002,000ffffe,205907
00000914,00000002,000ffffe,206146
00000914,00000002,000ffffe,206266
00000914,00000002,000ffffe,206566
000008a4,00000002,000ffffe,206956
00000880,00000002,000ffffe,207423
00000914,00000002,000ffffe,207657
000008e8,00000002,000ffffe,208193
00000880,00000002,000ffffe,208283
000008c4,00000002,000ffffe,208600
